,user,date,tweet,polarity,valueDelta,volume,volumeDelta
0,brian_armstrong,2021-01-05,"2. I agree with the overall point that clients don't behave like full nodes. However, there has been quite a bit of discussion about ""light clients"" in the crypto community even going back to the early days of Bitcoin/Ethereum, so i wouldn't say it hasn't been an area of focus.",Positive,58.50726821000012,41535932781.2677,-15410052981.42051
1,brian_armstrong,2021-01-29,Using the day off to do some writing/thinking about the future. Good way to clarify thinking is to force yourself to write something down (concisely/clearly) in a few pages.,Positive,13.436044550000133,53611955258.83,18974720469.47
2,brian_armstrong,2021-02-16,"There are so many exciting stories to tell in technology. Mainstream media serves an important function in society holding functions accountable, but when the entire incentive system is build on who can tear something down, there are great stories that will be missed.",Positive,2.1218716999999288,34269369268.19,-4686241615.220005
3,brian_armstrong,2021-03-09,"3/ Last year during COVID I decided I wanted to learn a little bit of electronic music composition as a hobby (I do something like this each year), and David was kind enough to take me under his wing and give me some free music lessons.",Positive,32.90075550000006,23461244507.45,-4169746650.4399986
4,brian_armstrong,2021-04-07,"7/ The three songs we created together will be released over the coming days as NFTs on https://t.co/Dq6O7b2C6m (a Coinbase Ventures portfolio company btw!).
Follow up tweet coming soon...",Positive,-146.6512951000002,36116271935.34,6893406054.239998
5,brian_armstrong,2021-04-07,"First #NFT song is live with @davi_US! 

-&gt; https://t.co/D6hhAEPIoF

This song is about how when you try to build something new, there will be many doubters and haters along the way. Ignore them and trust your gut. Determination is key to innovation (with homage to @elonmusk). https://t.co/SvNhqy0nKg",Positive,-146.6512951000002,36116271935.34,6893406054.239998
6,brian_armstrong,2021-04-08,"The wild part is that you never know if you’re crazy, or everyone else is. The key here is that if your gut tells you there is something interesting, go take some action toward it and see what happens. Only action will produce more information, not endlessly debating it.",Positive,119.44044233,25312956528.95,-10803315406.389996
7,brian_armstrong,2021-04-15,"Science fiction is at its best when it explores the frontier of what is actually possible in the coming years with science/tech (without this tether to reality, it becomes fantasy), and inspires us to think bigger/be more optimistic about what we can all do.",Positive,83.08147916999997,32325606817.2,-3267216169.1799965
8,brian_armstrong,2021-06-04,"Wonderful parable about quantity over quality when trying something new.

https://t.co/SQS67jVHxm

It's not that quantity is the goal - it's that it actually produces higher quality to iterate fast.",Positive,-168.97061712999994,34173841610.91,4135634209.040001
9,brian_armstrong,2021-07-02,So true https://t.co/EThNIknq8L,Positive,40.147687080000196,31796212553.95,2734510761.260002
10,brian_armstrong,2021-08-19,"If fiat backed stablecoins really become inflation coins (not so stable), then how will we get a coin that is truly stable?

Perhaps something that tracks a basket of real world goods (purchasing power parity) using oracles?

Ideas welcome.",Positive,163.5752818599999,19546290359.87,-1992958065.2000008
11,brian_armstrong,2021-09-15,"7/ In fact, I would say it was probably the most positive reaction I've gotten from any change I've made in the history of the company, which is saying something. How could something be so negative in the press, but turn out to be incredibly positive with every stakeholder.",Positive,184.06539006440016,17548551803.79,-1576869044.619999
12,brian_armstrong,2021-10-01,"2/ America could be losing some of its best talent from this, and it has some parallels to what is happening to successful CEOs in China. You don't get moved to house arrest in the U.S., but it is our own version it, putting something that gets too successful in its place.",Positive,306.38677207210003,22307625572.73,4646560473.470001
13,brian_armstrong,2021-10-06,"9/ If people felt like everyone was growing together, there would likely be a greater sense of unity.",Positive,63.99183013619995,21855226591.2,5222634921.300001
14,brian_armstrong,2021-10-06,We can do this all with sensible regulation that protects consumers and creates a level playing field if we work together.,Positive,63.99183013619995,21855226591.2,5222634921.300001
15,brian_armstrong,2021-10-14,"Enjoyed shooting this short video with the awesome team at @freethinkmedia 🙏

Also on YouTube here https://t.co/qhCxTLrgZ2 https://t.co/TvSIs4naA5",Positive,181.05517539950006,19443499909.33,3232224320.720001
16,brian_armstrong,2021-11-13,"Organizations (whether companies, non-profits, governments, individuals, etc) hosting the #Bitcoin whitepaper are waving a flag saying: we are technological progressives, committed to building the future through science and technology, working for team human.",Positive,-15.258600090100117,14457436260.75,-3858623946.950001
17,brian_armstrong,2022-01-08,"AML risks here are negligible vs other methods and regs here have a high probability of harming American, including potentially losing our status as a financial hub long term.

Thoughtful regulation should have a hippocratic oath - first do no harm.",Positive,-101.52996235880028,16037732700.47,-8456446508.590002
18,brian_armstrong,2021-01-05,"It's ill advised and didn't follow proper procedure. FinCEN should revisit in the new administration, engaging with industry, if it still wants to pursue something in this area. It's not even clear they should btw...",Negative,58.50726821000012,41535932781.2677,-56945985762.68821
19,brian_armstrong,2021-03-15,Fred Ehrsam wrote this great letter on crypto cycles - something every company and customer in the space should be mindful of as we go through this period. https://t.co/2ub48MxfmS,Negative,-62.38436703000002,26244738809.78,-19344589210.88
20,brian_armstrong,2021-04-15,"...highlights the importance of resilience and ignoring haters when trying to build something new. Nine out of ten people will think it’s a terrible idea, and be quite articulate explaining why this is to you. This will go on for YEARs.",Negative,83.08147916999997,32325606817.2,-35592822986.38
21,brian_armstrong,2021-08-18,"Diem was really trying to do a good thing - whether it would work or not who knows - but at least they were trying. It's a shame they got so much push back from the U.S. government, which I viewed as short sighted. https://t.co/ibgbHMSF6U",Negative,8.126198710000153,21539248425.07,-25509056744.81
22,brian_armstrong,2021-08-23,"Cookie consent notices are really bad regulation - they've littered the web with more popups, wasting all of our time, for something that was not dangerous.

Nice to see extensions coming out which block all of these (just like ad blockers) https://t.co/Mcx3DmRIXc",Negative,77.89973037000027,20511110509.2,-15983278460.34
23,brian_armstrong,2021-09-08,"21/ Our door remains open. Hopefully the SEC steps up to create the clarity this industry deserves, without harming consumers and companies in the process. America could really use us all working together to figure this out right now.",Negative,68.93705083999976,31738430770.55,-39131346397.29
24,brian_armstrong,2021-10-01,"9/ The biggest lesson I took away from the whole ordeal is that if you believe something is the right path, it's worth speaking up about it, even if it's controversial.",Negative,306.38677207210003,22307625572.73,-17661065099.26
25,brian_armstrong,2021-10-12,"Exciting to see - every major fintech company is now doing something with crypto.  Let that sink in for a moment.

And most major social companies (Twitter, Reddit, Facebook). Gaming is next.

Crypto is Web 3.0 https://t.co/my9Kc7yJug",Negative,-53.904564883700004,18109578442.54,-18579189587.53
26,brian_armstrong,2021-10-20,"Awesome to see web3 and crypto come together, a real community. https://t.co/Dpy4ZxPGFl",Negative,278.2611999724995,20338319988.08,-15998757132.88
27,brian_armstrong,2021-10-25,"@BarrySilbert @SBF_FTX @jespow @cz_binance @OneMorePeter @_pgauthier It's a valid point - will see if we can come up with something that doesn't confuse new users. As Bitcoin keeps growing, it's going to make sense at some point (maybe that point is already here). Buying $100 of Bitcoin is such a tiny fraction already.",Negative,133.4512604917004,15995727039.79,-14978083637.99
28,brian_armstrong,2022-01-21,"Excited to help @NYCMayor receive his first paycheck in #BTC &amp; #ETH. You can get your paycheck in crypto too, try it out 👇 https://t.co/PxPFbHlC2I",Negative,-445.0252680554004,26796291873.93,-10645922763.62
